dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1937-08-01,18.651,0.271,Aalborg,Denmark,57.05N,10.33E
1937-09-01,13.765999999999998,0.153,Aalborg,Denmark,57.05N,10.33E
1937-10-01,10.232000000000001,0.214,Aalborg,Denmark,57.05N,10.33E
1937-11-01,3.695,0.303,Aalborg,Denmark,57.05N,10.33E
1937-12-01,-1.257,0.395,Aalborg,Denmark,57.05N,10.33E
1938-01-01,1.5559999999999998,0.321,Aalborg,Denmark,57.05N,10.33E
1938-02-01,2.2969999999999997,0.35200000000000004,Aalborg,Denmark,57.05N,10.33E
1938-03-01,6.3229999999999995,0.38299999999999995,Aalborg,Denmark,57.05N,10.33E
1938-04-01,6.728,0.43700000000000006,Aalborg,Denmark,57.05N,10.33E
1938-05-01,10.417,0.253,Aalborg,Denmark,57.05N,10.33E
1938-06-01,14.007,0.198,Aalborg,Denmark,57.05N,10.33E
1938-07-01,16.715,0.307,Aalborg,Denmark,57.05N,10.33E
1938-08-01,18.204,0.273,Aalborg,Denmark,57.05N,10.33E
1938-09-01,14.437000000000001,0.15,Aalborg,Denmark,57.05N,10.33E
1938-10-01,9.609,0.285,Aalborg,Denmark,57.05N,10.33E
1938-11-01,7.48,0.27399999999999997,Aalborg,Denmark,57.05N,10.33E
1938-12-01,0.623,0.284,Aalborg,Denmark,57.05N,10.33E
1939-01-01,0.56,0.324,Aalborg,Denmark,57.05N,10.33E
1939-02-01,3.4560000000000004,0.525,Aalborg,Denmark,57.05N,10.33E
1939-03-01,2.617,0.29100000000000004,Aalborg,Denmark,57.05N,10.33E
1939-04-01,6.473,0.287,Aalborg,Denmark,57.05N,10.33E
1939-05-01,11.331,0.311,Aalborg,Denmark,57.05N,10.33E
1939-06-01,15.619000000000002,0.187,Aalborg,Denmark,57.05N,10.33E
1939-07-01,16.932000000000002,0.22,Aalborg,Denmark,57.05N,10.33E
1939-08-01,18.427,0.322,Aalborg,Denmark,57.05N,10.33E
1939-09-01,14.226,0.247,Aalborg,Denmark,57.05N,10.33E
1939-10-01,5.529,0.46399999999999997,Aalborg,Denmark,57.05N,10.33E
1939-11-01,4.87,0.142,Aalborg,Denmark,57.05N,10.33E
1939-12-01,-0.03900000000000015,0.41700000000000004,Aalborg,Denmark,57.05N,10.33E
1940-01-01,-4.0,0.33299999999999996,Aalborg,Denmark,57.05N,10.33E
1940-02-01,-6.7200000000000015,0.66,Aalborg,Denmark,57.05N,10.33E
1940-03-01,-0.27200000000000024,0.413,Aalborg,Denmark,57.05N,10.33E
1940-04-01,4.2860000000000005,0.397,Aalborg,Denmark,57.05N,10.33E
1940-05-01,11.922,0.322,Aalborg,Denmark,57.05N,10.33E
1940-06-01,17.019000000000002,0.35200000000000004,Aalborg,Denmark,57.05N,10.33E
1940-07-01,16.795,0.5660000000000001,Aalborg,Denmark,57.05N,10.33E
1940-08-01,14.954999999999998,0.345,Aalborg,Denmark,57.05N,10.33E
1940-09-01,11.452,0.385,Aalborg,Denmark,57.05N,10.33E
1940-10-01,7.274,0.289,Aalborg,Denmark,57.05N,10.33E
1940-11-01,4.926,0.287,Aalborg,Denmark,57.05N,10.33E
1940-12-01,0.10299999999999998,0.303,Aalborg,Denmark,57.05N,10.33E
1941-01-01,-7.4689999999999985,0.877,Aalborg,Denmark,57.05N,10.33E
1941-02-01,-4.151,0.638,Aalborg,Denmark,57.05N,10.33E
1941-03-01,0.6579999999999999,0.3,Aalborg,Denmark,57.05N,10.33E
1941-04-01,3.744,0.20600000000000002,Aalborg,Denmark,57.05N,10.33E
1941-05-01,9.76,0.368,Aalborg,Denmark,57.05N,10.33E
1941-06-01,15.427999999999999,0.307,Aalborg,Denmark,57.05N,10.33E
1941-07-01,19.386000000000006,0.46799999999999997,Aalborg,Denmark,57.05N,10.33E
1941-08-01,15.480999999999998,0.345,Aalborg,Denmark,57.05N,10.33E
1941-09-01,12.591,0.209,Aalborg,Denmark,57.05N,10.33E
1941-10-01,7.354999999999999,0.187,Aalborg,Denmark,57.05N,10.33E
1941-11-01,2.156,0.26899999999999996,Aalborg,Denmark,57.05N,10.33E
1941-12-01,1.788,0.5820000000000001,Aalborg,Denmark,57.05N,10.33E
1942-01-01,-7.798999999999999,0.7809999999999999,Aalborg,Denmark,57.05N,10.33E
1942-02-01,-6.582999999999999,0.604,Aalborg,Denmark,57.05N,10.33E
1942-03-01,-3.723,0.44299999999999995,Aalborg,Denmark,57.05N,10.33E
1942-04-01,5.178999999999999,0.302,Aalborg,Denmark,57.05N,10.33E
1942-05-01,10.228,0.268,Aalborg,Denmark,57.05N,10.33E
1942-06-01,13.198,0.237,Aalborg,Denmark,57.05N,10.33E
1942-07-01,15.759,0.273,Aalborg,Denmark,57.05N,10.33E
1942-08-01,16.454,0.366,Aalborg,Denmark,57.05N,10.33E
1942-09-01,13.197,0.305,Aalborg,Denmark,57.05N,10.33E
1942-10-01,9.537,0.371,Aalborg,Denmark,57.05N,10.33E
1942-11-01,4.707,0.27899999999999997,Aalborg,Denmark,57.05N,10.33E
1942-12-01,2.648,0.297,Aalborg,Denmark,57.05N,10.33E
1943-01-01,-1.335,0.23,Aalborg,Denmark,57.05N,10.33E
1943-02-01,3.912,0.354,Aalborg,Denmark,57.05N,10.33E
1943-03-01,5.064,0.42200000000000004,Aalborg,Denmark,57.05N,10.33E
1943-04-01,7.724,0.182,Aalborg,Denmark,57.05N,10.33E
1943-05-01,11.914000000000001,0.317,Aalborg,Denmark,57.05N,10.33E
1943-06-01,15.502,0.379,Aalborg,Denmark,57.05N,10.33E
1943-07-01,16.917,0.316,Aalborg,Denmark,57.05N,10.33E
1943-08-01,15.69,0.32799999999999996,Aalborg,Denmark,57.05N,10.33E
1943-09-01,13.469000000000001,0.27899999999999997,Aalborg,Denmark,57.05N,10.33E
1943-10-01,9.84,0.361,Aalborg,Denmark,57.05N,10.33E
1943-11-01,4.2189999999999985,0.125,Aalborg,Denmark,57.05N,10.33E
1943-12-01,1.568,0.31,Aalborg,Denmark,57.05N,10.33E
1944-01-01,2.9040000000000004,0.436,Aalborg,Denmark,57.05N,10.33E
1944-02-01,1.209,0.306,Aalborg,Denmark,57.05N,10.33E
1944-03-01,1.985,0.353,Aalborg,Denmark,57.05N,10.33E
1944-04-01,5.693,0.14,Aalborg,Denmark,57.05N,10.33E
1944-05-01,9.685,0.336,Aalborg,Denmark,57.05N,10.33E
1944-06-01,13.55,0.26,Aalborg,Denmark,57.05N,10.33E
1944-07-01,17.855,0.37200000000000005,Aalborg,Denmark,57.05N,10.33E
1944-08-01,18.447,0.353,Aalborg,Denmark,57.05N,10.33E
1944-09-01,12.857000000000001,0.375,Aalborg,Denmark,57.05N,10.33E
1944-10-01,9.152999999999999,0.22,Aalborg,Denmark,57.05N,10.33E
1944-11-01,4.091,0.215,Aalborg,Denmark,57.05N,10.33E
1944-12-01,2.1790000000000003,0.38299999999999995,Aalborg,Denmark,57.05N,10.33E
1945-01-01,-1.263,0.429,Aalborg,Denmark,57.05N,10.33E
1945-02-01,1.4940000000000002,0.225,Aalborg,Denmark,57.05N,10.33E
1945-03-01,5.1339999999999995,0.27399999999999997,Aalborg,Denmark,57.05N,10.33E
1945-04-01,7.335,0.44,Aalborg,Denmark,57.05N,10.33E
1945-05-01,11.048,0.268,Aalborg,Denmark,57.05N,10.33E
1945-06-01,14.765,0.267,Aalborg,Denmark,57.05N,10.33E
1945-07-01,17.862000000000005,0.26899999999999996,Aalborg,Denmark,57.05N,10.33E
1945-08-01,17.605,0.5,Aalborg,Denmark,57.05N,10.33E
1945-09-01,13.405,0.17800000000000002,Aalborg,Denmark,57.05N,10.33E
1945-10-01,9.978,0.182,Aalborg,Denmark,57.05N,10.33E
1945-11-01,4.683,0.294,Aalborg,Denmark,57.05N,10.33E
1945-12-01,1.585,0.225,Aalborg,Denmark,57.05N,10.33E
1946-01-01,-0.11,0.39799999999999996,Aalborg,Denmark,57.05N,10.33E
1946-02-01,0.6110000000000001,0.42100000000000004,Aalborg,Denmark,57.05N,10.33E
1946-03-01,1.1189999999999998,0.258,Aalborg,Denmark,57.05N,10.33E
1946-04-01,7.651999999999999,0.35100000000000003,Aalborg,Denmark,57.05N,10.33E
1946-05-01,12.130999999999998,0.321,Aalborg,Denmark,57.05N,10.33E
1946-06-01,13.819,0.364,Aalborg,Denmark,57.05N,10.33E
1946-07-01,17.66,0.382,Aalborg,Denmark,57.05N,10.33E
1946-08-01,15.867,0.336,Aalborg,Denmark,57.05N,10.33E
1946-09-01,13.731,0.175,Aalborg,Denmark,57.05N,10.33E
1946-10-01,6.7959999999999985,0.315,Aalborg,Denmark,57.05N,10.33E
1946-11-01,4.549,0.303,Aalborg,Denmark,57.05N,10.33E
1946-12-01,0.875,0.40700000000000003,Aalborg,Denmark,57.05N,10.33E
1947-01-01,-2.69,0.525,Aalborg,Denmark,57.05N,10.33E
1947-02-01,-7.816000000000002,0.531,Aalborg,Denmark,57.05N,10.33E
1947-03-01,-1.8040000000000005,0.35,Aalborg,Denmark,57.05N,10.33E
1947-04-01,5.31,0.6,Aalborg,Denmark,57.05N,10.33E
1947-05-01,13.589,0.664,Aalborg,Denmark,57.05N,10.33E
1947-06-01,16.635,0.374,Aalborg,Denmark,57.05N,10.33E
1947-07-01,17.778000000000006,0.341,Aalborg,Denmark,57.05N,10.33E
1947-08-01,19.022000000000002,0.34600000000000003,Aalborg,Denmark,57.05N,10.33E
1947-09-01,15.493,0.102,Aalborg,Denmark,57.05N,10.33E
1947-10-01,8.411,0.414,Aalborg,Denmark,57.05N,10.33E
1947-11-01,3.343,0.32299999999999995,Aalborg,Denmark,57.05N,10.33E
1947-12-01,1.286,0.302,Aalborg,Denmark,57.05N,10.33E
1948-01-01,-0.987,0.33,Aalborg,Denmark,57.05N,10.33E
1948-02-01,-0.325,0.248,Aalborg,Denmark,57.05N,10.33E
1948-03-01,4.135,0.209,Aalborg,Denmark,57.05N,10.33E
1948-04-01,8.423,0.20600000000000002,Aalborg,Denmark,57.05N,10.33E
1948-05-01,11.982999999999999,0.215,Aalborg,Denmark,57.05N,10.33E
1948-06-01,15.149,0.431,Aalborg,Denmark,57.05N,10.33E
1948-07-01,17.142,0.327,Aalborg,Denmark,57.05N,10.33E
1948-08-01,16.349,0.21100000000000002,Aalborg,Denmark,57.05N,10.33E
1948-09-01,13.482000000000001,0.213,Aalborg,Denmark,57.05N,10.33E
1948-10-01,8.16,0.354,Aalborg,Denmark,57.05N,10.33E
1948-11-01,4.623,0.341,Aalborg,Denmark,57.05N,10.33E
1948-12-01,3.5669999999999997,0.478,Aalborg,Denmark,57.05N,10.33E
1949-01-01,2.573,0.226,Aalborg,Denmark,57.05N,10.33E
1949-02-01,3.5900000000000003,0.20800000000000002,Aalborg,Denmark,57.05N,10.33E
1949-03-01,1.879,0.34700000000000003,Aalborg,Denmark,57.05N,10.33E
1949-04-01,7.242000000000001,0.332,Aalborg,Denmark,57.05N,10.33E
1949-05-01,11.725999999999999,0.265,Aalborg,Denmark,57.05N,10.33E
1949-06-01,14.562999999999999,0.39799999999999996,Aalborg,Denmark,57.05N,10.33E
1949-07-01,17.915000000000006,0.485,Aalborg,Denmark,57.05N,10.33E
1949-08-01,15.666,0.23199999999999998,Aalborg,Denmark,57.05N,10.33E
1949-09-01,16.127,0.14300000000000002,Aalborg,Denmark,57.05N,10.33E
1949-10-01,10.507,0.34700000000000003,Aalborg,Denmark,57.05N,10.33E
1949-11-01,5.518,0.16399999999999998,Aalborg,Denmark,57.05N,10.33E
1949-12-01,3.444,0.44,Aalborg,Denmark,57.05N,10.33E
1950-01-01,-0.7120000000000001,0.28,Aalborg,Denmark,57.05N,10.33E
1950-02-01,1.423,0.218,Aalborg,Denmark,57.05N,10.33E
1950-03-01,4.166,0.266,Aalborg,Denmark,57.05N,10.33E
1950-04-01,6.7429999999999986,0.31,Aalborg,Denmark,57.05N,10.33E
1950-05-01,12.714,0.24600000000000002,Aalborg,Denmark,57.05N,10.33E
1950-06-01,15.275,0.233,Aalborg,Denmark,57.05N,10.33E
1950-07-01,16.699,0.284,Aalborg,Denmark,57.05N,10.33E
1950-08-01,17.462,0.27899999999999997,Aalborg,Denmark,57.05N,10.33E
1950-09-01,13.125,0.21899999999999997,Aalborg,Denmark,57.05N,10.33E
1950-10-01,8.589,0.16899999999999998,Aalborg,Denmark,57.05N,10.33E
1950-11-01,3.741,0.247,Aalborg,Denmark,57.05N,10.33E
1950-12-01,-0.52,0.29600000000000004,Aalborg,Denmark,57.05N,10.33E
1951-01-01,-0.311,0.486,Aalborg,Denmark,57.05N,10.33E
1951-02-01,0.6290000000000001,0.506,Aalborg,Denmark,57.05N,10.33E
1951-03-01,0.033999999999999815,0.392,Aalborg,Denmark,57.05N,10.33E
1951-04-01,5.555,0.18899999999999997,Aalborg,Denmark,57.05N,10.33E
1951-05-01,10.458,0.282,Aalborg,Denmark,57.05N,10.33E
1951-06-01,14.994000000000002,0.622,Aalborg,Denmark,57.05N,10.33E
1951-07-01,16.051000000000002,0.488,Aalborg,Denmark,57.05N,10.33E
1951-08-01,16.511,0.204,Aalborg,Denmark,57.05N,10.33E
1951-09-01,14.103,0.37799999999999995,Aalborg,Denmark,57.05N,10.33E
1951-10-01,8.878,0.452,Aalborg,Denmark,57.05N,10.33E
1951-11-01,6.251,0.301,Aalborg,Denmark,57.05N,10.33E
1951-12-01,4.4639999999999995,0.318,Aalborg,Denmark,57.05N,10.33E
1952-01-01,0.496,0.252,Aalborg,Denmark,57.05N,10.33E
1952-02-01,1.3239999999999998,0.133,Aalborg,Denmark,57.05N,10.33E
1952-03-01,0.688,0.18899999999999997,Aalborg,Denmark,57.05N,10.33E
1952-04-01,7.574,0.41,Aalborg,Denmark,57.05N,10.33E
1952-05-01,11.265,0.25,Aalborg,Denmark,57.05N,10.33E
1952-06-01,13.048,0.29600000000000004,Aalborg,Denmark,57.05N,10.33E
1952-07-01,16.204,0.187,Aalborg,Denmark,57.05N,10.33E
1952-08-01,15.781999999999998,0.22699999999999998,Aalborg,Denmark,57.05N,10.33E
1952-09-01,10.825999999999999,0.182,Aalborg,Denmark,57.05N,10.33E
1952-10-01,6.622999999999998,0.172,Aalborg,Denmark,57.05N,10.33E
1952-11-01,1.7590000000000001,0.17600000000000002,Aalborg,Denmark,57.05N,10.33E
1952-12-01,0.508,0.215,Aalborg,Denmark,57.05N,10.33E
1953-01-01,0.465,0.287,Aalborg,Denmark,57.05N,10.33E
1953-02-01,-0.735,0.21600000000000003,Aalborg,Denmark,57.05N,10.33E
1953-03-01,4.234,0.38,Aalborg,Denmark,57.05N,10.33E
1953-04-01,6.767,0.27699999999999997,Aalborg,Denmark,57.05N,10.33E
1953-05-01,11.677999999999999,0.23199999999999998,Aalborg,Denmark,57.05N,10.33E
1953-06-01,17.207,0.36700000000000005,Aalborg,Denmark,57.05N,10.33E
1953-07-01,16.962,0.28,Aalborg,Denmark,57.05N,10.33E
1953-08-01,16.113,0.272,Aalborg,Denmark,57.05N,10.33E
1953-09-01,13.149,0.187,Aalborg,Denmark,57.05N,10.33E
1953-10-01,10.662,0.255,Aalborg,Denmark,57.05N,10.33E
1953-11-01,6.821999999999999,0.24100000000000002,Aalborg,Denmark,57.05N,10.33E
1953-12-01,3.2089999999999996,0.267,Aalborg,Denmark,57.05N,10.33E
1954-01-01,-0.639,0.35700000000000004,Aalborg,Denmark,57.05N,10.33E
1954-02-01,-3.115,0.29,Aalborg,Denmark,57.05N,10.33E
1954-03-01,1.474,0.531,Aalborg,Denmark,57.05N,10.33E
1954-04-01,5.204,0.18100000000000002,Aalborg,Denmark,57.05N,10.33E
1954-05-01,12.54,0.45299999999999996,Aalborg,Denmark,57.05N,10.33E
1954-06-01,15.112,0.4,Aalborg,Denmark,57.05N,10.33E
1954-07-01,15.372000000000002,0.331,Aalborg,Denmark,57.05N,10.33E
1954-08-01,15.382,0.17800000000000002,Aalborg,Denmark,57.05N,10.33E
1954-09-01,12.847999999999999,0.294,Aalborg,Denmark,57.05N,10.33E
1954-10-01,8.809,0.166,Aalborg,Denmark,57.05N,10.33E
1954-11-01,4.213,0.266,Aalborg,Denmark,57.05N,10.33E
1954-12-01,3.14,0.31,Aalborg,Denmark,57.05N,10.33E
1955-01-01,-0.941,0.389,Aalborg,Denmark,57.05N,10.33E
1955-02-01,-3.007,0.409,Aalborg,Denmark,57.05N,10.33E
1955-03-01,-0.31899999999999995,0.327,Aalborg,Denmark,57.05N,10.33E
1955-04-01,4.644,0.18600000000000003,Aalborg,Denmark,57.05N,10.33E
1955-05-01,9.052,0.231,Aalborg,Denmark,57.05N,10.33E
1955-06-01,13.664,0.35100000000000003,Aalborg,Denmark,57.05N,10.33E
1955-07-01,19.089,0.28,Aalborg,Denmark,57.05N,10.33E
1955-08-01,18.707,0.17600000000000002,Aalborg,Denmark,57.05N,10.33E
1955-09-01,14.534,0.121,Aalborg,Denmark,57.05N,10.33E
1955-10-01,8.345,0.287,Aalborg,Denmark,57.05N,10.33E
1955-11-01,5.162999999999999,0.32799999999999996,Aalborg,Denmark,57.05N,10.33E
1955-12-01,0.606,0.405,Aalborg,Denmark,57.05N,10.33E
1956-01-01,-0.424,0.423,Aalborg,Denmark,57.05N,10.33E
1956-02-01,-5.9460000000000015,0.264,Aalborg,Denmark,57.05N,10.33E
1956-03-01,1.27,0.27399999999999997,Aalborg,Denmark,57.05N,10.33E
1956-04-01,4.4,0.17,Aalborg,Denmark,57.05N,10.33E
1956-05-01,11.13,0.193,Aalborg,Denmark,57.05N,10.33E
1956-06-01,14.057,0.196,Aalborg,Denmark,57.05N,10.33E
1956-07-01,16.949,0.297,Aalborg,Denmark,57.05N,10.33E
1956-08-01,14.014000000000001,0.233,Aalborg,Denmark,57.05N,10.33E
1956-09-01,13.068,0.254,Aalborg,Denmark,57.05N,10.33E
1956-10-01,8.222000000000001,0.266,Aalborg,Denmark,57.05N,10.33E
1956-11-01,2.946,0.39,Aalborg,Denmark,57.05N,10.33E
1956-12-01,3.047,0.281,Aalborg,Denmark,57.05N,10.33E
1957-01-01,2.0010000000000003,0.266,Aalborg,Denmark,57.05N,10.33E
1957-02-01,1.9880000000000002,0.319,Aalborg,Denmark,57.05N,10.33E
1957-03-01,2.873,0.304,Aalborg,Denmark,57.05N,10.33E
1957-04-01,6.146,0.348,Aalborg,Denmark,57.05N,10.33E
1957-05-01,9.975,0.225,Aalborg,Denmark,57.05N,10.33E
1957-06-01,14.817,0.431,Aalborg,Denmark,57.05N,10.33E
1957-07-01,17.189,0.429,Aalborg,Denmark,57.05N,10.33E
1957-08-01,16.012999999999998,0.7240000000000001,Aalborg,Denmark,57.05N,10.33E
1957-09-01,11.373,0.494,Aalborg,Denmark,57.05N,10.33E
1957-10-01,9.332,0.41700000000000004,Aalborg,Denmark,57.05N,10.33E
1957-11-01,4.5680000000000005,0.306,Aalborg,Denmark,57.05N,10.33E
1957-12-01,1.652,0.401,Aalborg,Denmark,57.05N,10.33E
1958-01-01,-1.018,0.445,Aalborg,Denmark,57.05N,10.33E
1958-02-01,-2.052,0.439,Aalborg,Denmark,57.05N,10.33E
1958-03-01,-1.5460000000000005,0.165,Aalborg,Denmark,57.05N,10.33E
1958-04-01,4.207,0.35,Aalborg,Denmark,57.05N,10.33E
1958-05-01,9.873,0.344,Aalborg,Denmark,57.05N,10.33E
1958-06-01,14.690999999999999,0.409,Aalborg,Denmark,57.05N,10.33E
1958-07-01,17.05,0.478,Aalborg,Denmark,57.05N,10.33E
1958-08-01,15.634,0.33399999999999996,Aalborg,Denmark,57.05N,10.33E
1958-09-01,14.222000000000001,0.26,Aalborg,Denmark,57.05N,10.33E
1958-10-01,10.202,0.303,Aalborg,Denmark,57.05N,10.33E
1958-11-01,5.737,0.41600000000000004,Aalborg,Denmark,57.05N,10.33E
1958-12-01,1.396,0.40399999999999997,Aalborg,Denmark,57.05N,10.33E
1959-01-01,-0.65,0.654,Aalborg,Denmark,57.05N,10.33E
1959-02-01,0.8029999999999999,0.348,Aalborg,Denmark,57.05N,10.33E
1959-03-01,4.243,0.552,Aalborg,Denmark,57.05N,10.33E
1959-04-01,7.3870000000000005,0.429,Aalborg,Denmark,57.05N,10.33E
1959-05-01,12.116,0.228,Aalborg,Denmark,57.05N,10.33E
1959-06-01,15.439,0.364,Aalborg,Denmark,57.05N,10.33E
1959-07-01,18.448,0.365,Aalborg,Denmark,57.05N,10.33E
1959-08-01,18.003,0.158,Aalborg,Denmark,57.05N,10.33E
1959-09-01,13.69,0.303,Aalborg,Denmark,57.05N,10.33E
1959-10-01,9.33,0.263,Aalborg,Denmark,57.05N,10.33E
1959-11-01,5.337000000000001,0.23199999999999998,Aalborg,Denmark,57.05N,10.33E
1959-12-01,2.229,0.336,Aalborg,Denmark,57.05N,10.33E
1960-01-01,-0.657,0.319,Aalborg,Denmark,57.05N,10.33E
1960-02-01,-1.359,0.366,Aalborg,Denmark,57.05N,10.33E
1960-03-01,2.339,0.36,Aalborg,Denmark,57.05N,10.33E
1960-04-01,5.919,0.171,Aalborg,Denmark,57.05N,10.33E
1960-05-01,12.214,0.33399999999999996,Aalborg,Denmark,57.05N,10.33E
1960-06-01,15.8,0.38799999999999996,Aalborg,Denmark,57.05N,10.33E
1960-07-01,15.625000000000002,0.243,Aalborg,Denmark,57.05N,10.33E
1960-08-01,16.198999999999998,0.376,Aalborg,Denmark,57.05N,10.33E
1960-09-01,13.145,0.185,Aalborg,Denmark,57.05N,10.33E
1960-10-01,7.534,0.335,Aalborg,Denmark,57.05N,10.33E
1960-11-01,4.6930000000000005,0.251,Aalborg,Denmark,57.05N,10.33E
1960-12-01,2.039,0.25,Aalborg,Denmark,57.05N,10.33E
1961-01-01,-0.253,0.385,Aalborg,Denmark,57.05N,10.33E
1961-02-01,3.241,0.24600000000000002,Aalborg,Denmark,57.05N,10.33E
1961-03-01,5.742000000000001,0.263,Aalborg,Denmark,57.05N,10.33E
1961-04-01,7.681,0.365,Aalborg,Denmark,57.05N,10.33E
1961-05-01,11.35,0.26,Aalborg,Denmark,57.05N,10.33E
1961-06-01,15.847,0.39899999999999997,Aalborg,Denmark,57.05N,10.33E
1961-07-01,15.722,0.306,Aalborg,Denmark,57.05N,10.33E
1961-08-01,15.063999999999998,0.125,Aalborg,Denmark,57.05N,10.33E
1961-09-01,14.466,0.182,Aalborg,Denmark,57.05N,10.33E
1961-10-01,11.447000000000001,0.32899999999999996,Aalborg,Denmark,57.05N,10.33E
1961-11-01,4.763,0.33299999999999996,Aalborg,Denmark,57.05N,10.33E
1961-12-01,-0.30699999999999994,0.292,Aalborg,Denmark,57.05N,10.33E
1962-01-01,1.803,0.295,Aalborg,Denmark,57.05N,10.33E
1962-02-01,1.7970000000000002,0.22699999999999998,Aalborg,Denmark,57.05N,10.33E
1962-03-01,-0.4750000000000001,0.445,Aalborg,Denmark,57.05N,10.33E
1962-04-01,6.340999999999998,0.182,Aalborg,Denmark,57.05N,10.33E
1962-05-01,9.406,0.251,Aalborg,Denmark,57.05N,10.33E
1962-06-01,13.700999999999999,0.607,Aalborg,Denmark,57.05N,10.33E
1962-07-01,14.926000000000002,0.28600000000000003,Aalborg,Denmark,57.05N,10.33E
1962-08-01,14.243,0.359,Aalborg,Denmark,57.05N,10.33E
1962-09-01,12.187000000000001,0.222,Aalborg,Denmark,57.05N,10.33E
1962-10-01,9.715,0.452,Aalborg,Denmark,57.05N,10.33E
1962-11-01,3.665,0.2,Aalborg,Denmark,57.05N,10.33E
1962-12-01,-0.7629999999999999,0.33399999999999996,Aalborg,Denmark,57.05N,10.33E
1963-01-01,-5.417000000000001,0.5,Aalborg,Denmark,57.05N,10.33E
1963-02-01,-4.7650000000000015,0.32799999999999996,Aalborg,Denmark,57.05N,10.33E
1963-03-01,-0.327,0.305,Aalborg,Denmark,57.05N,10.33E
1963-04-01,5.239,0.408,Aalborg,Denmark,57.05N,10.33E
1963-05-01,11.431,0.42700000000000005,Aalborg,Denmark,57.05N,10.33E
1963-06-01,15.804,0.43700000000000006,Aalborg,Denmark,57.05N,10.33E
1963-07-01,16.265,0.20600000000000002,Aalborg,Denmark,57.05N,10.33E
1963-08-01,16.003,0.114,Aalborg,Denmark,57.05N,10.33E
1963-09-01,13.164000000000001,0.29,Aalborg,Denmark,57.05N,10.33E
1963-10-01,9.17,0.26899999999999996,Aalborg,Denmark,57.05N,10.33E
1963-11-01,6.034,0.441,Aalborg,Denmark,57.05N,10.33E
1963-12-01,-0.4770000000000001,0.273,Aalborg,Denmark,57.05N,10.33E
1964-01-01,1.03,0.47600000000000003,Aalborg,Denmark,57.05N,10.33E
1964-02-01,0.387,0.302,Aalborg,Denmark,57.05N,10.33E
1964-03-01,0.595,0.37200000000000005,Aalborg,Denmark,57.05N,10.33E
1964-04-01,7.112,0.386,Aalborg,Denmark,57.05N,10.33E
1964-05-01,11.96,0.395,Aalborg,Denmark,57.05N,10.33E
1964-06-01,14.379,0.198,Aalborg,Denmark,57.05N,10.33E
1964-07-01,15.14,0.307,Aalborg,Denmark,57.05N,10.33E
1964-08-01,15.408,0.364,Aalborg,Denmark,57.05N,10.33E
1964-09-01,12.57,0.163,Aalborg,Denmark,57.05N,10.33E
1964-10-01,7.785,0.319,Aalborg,Denmark,57.05N,10.33E
1964-11-01,5.329,0.191,Aalborg,Denmark,57.05N,10.33E
1964-12-01,1.314,0.23,Aalborg,Denmark,57.05N,10.33E
1965-01-01,1.084,0.293,Aalborg,Denmark,57.05N,10.33E
1965-02-01,0.113,0.465,Aalborg,Denmark,57.05N,10.33E
1965-03-01,1.2479999999999998,0.304,Aalborg,Denmark,57.05N,10.33E
1965-04-01,5.943,0.205,Aalborg,Denmark,57.05N,10.33E
1965-05-01,9.691,0.331,Aalborg,Denmark,57.05N,10.33E
1965-06-01,14.787,0.5660000000000001,Aalborg,Denmark,57.05N,10.33E
1965-07-01,14.588,0.41,Aalborg,Denmark,57.05N,10.33E
1965-08-01,14.848999999999998,0.221,Aalborg,Denmark,57.05N,10.33E
1965-09-01,13.835999999999999,0.207,Aalborg,Denmark,57.05N,10.33E
1965-10-01,9.465,0.387,Aalborg,Denmark,57.05N,10.33E
1965-11-01,1.0019999999999998,0.293,Aalborg,Denmark,57.05N,10.33E
1965-12-01,-0.8700000000000001,0.636,Aalborg,Denmark,57.05N,10.33E
1966-01-01,-3.44,0.429,Aalborg,Denmark,57.05N,10.33E
1966-02-01,-3.5460000000000003,0.794,Aalborg,Denmark,57.05N,10.33E
1966-03-01,2.593,0.39799999999999996,Aalborg,Denmark,57.05N,10.33E
1966-04-01,3.079,0.22,Aalborg,Denmark,57.05N,10.33E
1966-05-01,11.277999999999999,0.32899999999999996,Aalborg,Denmark,57.05N,10.33E
1966-06-01,16.472,0.365,Aalborg,Denmark,57.05N,10.33E
1966-07-01,16.448,0.342,Aalborg,Denmark,57.05N,10.33E
1966-08-01,15.219000000000001,0.26,Aalborg,Denmark,57.05N,10.33E
1966-09-01,12.868,0.306,Aalborg,Denmark,57.05N,10.33E
1966-10-01,8.854,0.342,Aalborg,Denmark,57.05N,10.33E
1966-11-01,3.835,0.182,Aalborg,Denmark,57.05N,10.33E
1966-12-01,1.1520000000000001,0.17300000000000001,Aalborg,Denmark,57.05N,10.33E
1967-01-01,-0.9309999999999999,0.49700000000000005,Aalborg,Denmark,57.05N,10.33E
1967-02-01,1.8430000000000002,0.26899999999999996,Aalborg,Denmark,57.05N,10.33E
1967-03-01,5.1389999999999985,0.32799999999999996,Aalborg,Denmark,57.05N,10.33E
1967-04-01,5.672999999999999,0.142,Aalborg,Denmark,57.05N,10.33E
1967-05-01,11.029000000000002,0.414,Aalborg,Denmark,57.05N,10.33E
1967-06-01,14.317,0.315,Aalborg,Denmark,57.05N,10.33E
