dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1874-03-01,-2.529,1.999,Ürümqi,China,44.20N,87.20E
1874-04-01,11.387,1.76,Ürümqi,China,44.20N,87.20E
1874-05-01,18.343,1.585,Ürümqi,China,44.20N,87.20E
1874-06-01,22.674,1.361,Ürümqi,China,44.20N,87.20E
1874-07-01,23.85,2.003,Ürümqi,China,44.20N,87.20E
1874-08-01,22.734,1.3319999999999999,Ürümqi,China,44.20N,87.20E
1874-09-01,17.915,1.357,Ürümqi,China,44.20N,87.20E
1874-10-01,5.917000000000001,1.617,Ürümqi,China,44.20N,87.20E
1874-11-01,-3.023,1.735,Ürümqi,China,44.20N,87.20E
1874-12-01,-13.057,2.061,Ürümqi,China,44.20N,87.20E
1875-01-01,-15.549000000000001,2.0709999999999997,Ürümqi,China,44.20N,87.20E
1875-02-01,-14.133,3.214,Ürümqi,China,44.20N,87.20E
1875-03-01,-1.1760000000000002,1.5390000000000001,Ürümqi,China,44.20N,87.20E
1875-04-01,11.355,1.35,Ürümqi,China,44.20N,87.20E
1875-05-01,16.494,1.2570000000000001,Ürümqi,China,44.20N,87.20E
1875-06-01,22.636,1.193,Ürümqi,China,44.20N,87.20E
1875-07-01,24.559,0.9790000000000001,Ürümqi,China,44.20N,87.20E
1875-08-01,21.425,0.878,Ürümqi,China,44.20N,87.20E
1875-09-01,16.097,1.01,Ürümqi,China,44.20N,87.20E
1875-10-01,6.189,1.344,Ürümqi,China,44.20N,87.20E
1875-11-01,-5.152,1.324,Ürümqi,China,44.20N,87.20E
1875-12-01,-10.499,1.9569999999999999,Ürümqi,China,44.20N,87.20E
1876-01-01,-16.833,1.8359999999999999,Ürümqi,China,44.20N,87.20E
1876-02-01,-12.287,2.088,Ürümqi,China,44.20N,87.20E
1876-03-01,-3.2680000000000002,1.742,Ürümqi,China,44.20N,87.20E
1876-04-01,8.652000000000001,1.632,Ürümqi,China,44.20N,87.20E
1876-05-01,16.576999999999998,1.318,Ürümqi,China,44.20N,87.20E
1876-06-01,20.883000000000006,2.345,Ürümqi,China,44.20N,87.20E
1876-07-01,23.944000000000003,1.0290000000000001,Ürümqi,China,44.20N,87.20E
1876-08-01,22.028000000000002,0.976,Ürümqi,China,44.20N,87.20E
1876-09-01,16.27,1.083,Ürümqi,China,44.20N,87.20E
1876-10-01,6.902,1.589,Ürümqi,China,44.20N,87.20E
1876-11-01,-5.465,2.065,Ürümqi,China,44.20N,87.20E
1876-12-01,-13.052,1.801,Ürümqi,China,44.20N,87.20E
1877-01-01,-17.497,1.755,Ürümqi,China,44.20N,87.20E
1877-02-01,-14.438,1.993,Ürümqi,China,44.20N,87.20E
1877-03-01,-1.104,1.6130000000000002,Ürümqi,China,44.20N,87.20E
1877-04-01,7.655,1.994,Ürümqi,China,44.20N,87.20E
1877-05-01,16.097,1.23,Ürümqi,China,44.20N,87.20E
1877-06-01,22.719,2.039,Ürümqi,China,44.20N,87.20E
1877-07-01,23.991999999999997,0.982,Ürümqi,China,44.20N,87.20E
1877-08-01,23.267,1.374,Ürümqi,China,44.20N,87.20E
1877-09-01,17.552,1.661,Ürümqi,China,44.20N,87.20E
1877-10-01,6.821000000000001,1.354,Ürümqi,China,44.20N,87.20E
1877-11-01,-3.503,1.666,Ürümqi,China,44.20N,87.20E
1877-12-01,-16.990000000000002,5.871,Ürümqi,China,44.20N,87.20E
1878-01-01,-18.506,2.76,Ürümqi,China,44.20N,87.20E
1878-02-01,-12.371,1.746,Ürümqi,China,44.20N,87.20E
1878-03-01,-0.462,1.4780000000000002,Ürümqi,China,44.20N,87.20E
1878-04-01,9.664,1.689,Ürümqi,China,44.20N,87.20E
1878-05-01,16.308,2.35,Ürümqi,China,44.20N,87.20E
1878-06-01,20.89,1.666,Ürümqi,China,44.20N,87.20E
1878-07-01,24.636999999999997,1.46,Ürümqi,China,44.20N,87.20E
1878-08-01,22.851,1.4680000000000002,Ürümqi,China,44.20N,87.20E
1878-09-01,16.495,1.196,Ürümqi,China,44.20N,87.20E
1878-10-01,6.1450000000000005,1.4780000000000002,Ürümqi,China,44.20N,87.20E
1878-11-01,-2.6180000000000003,1.8259999999999998,Ürümqi,China,44.20N,87.20E
1878-12-01,-14.161,3.4189999999999996,Ürümqi,China,44.20N,87.20E
1879-01-01,-16.654999999999998,1.68,Ürümqi,China,44.20N,87.20E
1879-02-01,-11.213,1.926,Ürümqi,China,44.20N,87.20E
1879-03-01,-1.149,1.6469999999999998,Ürümqi,China,44.20N,87.20E
1879-04-01,9.936,1.541,Ürümqi,China,44.20N,87.20E
1879-05-01,16.543,2.403,Ürümqi,China,44.20N,87.20E
1879-06-01,22.651999999999997,1.435,Ürümqi,China,44.20N,87.20E
1879-07-01,24.433000000000003,1.41,Ürümqi,China,44.20N,87.20E
1879-08-01,21.188000000000002,1.4269999999999998,Ürümqi,China,44.20N,87.20E
1879-09-01,16.738,1.17,Ürümqi,China,44.20N,87.20E
1879-10-01,7.196000000000001,1.202,Ürümqi,China,44.20N,87.20E
1879-11-01,-4.288,2.021,Ürümqi,China,44.20N,87.20E
1879-12-01,-10.484000000000002,3.966,Ürümqi,China,44.20N,87.20E
1880-01-01,-17.768,2.03,Ürümqi,China,44.20N,87.20E
1880-02-01,-12.353,1.9709999999999999,Ürümqi,China,44.20N,87.20E
1880-03-01,0.8610000000000002,3.3,Ürümqi,China,44.20N,87.20E
1880-04-01,8.901,1.986,Ürümqi,China,44.20N,87.20E
1880-05-01,17.179000000000002,1.3459999999999999,Ürümqi,China,44.20N,87.20E
1880-06-01,22.299,1.155,Ürümqi,China,44.20N,87.20E
1880-07-01,22.767,1.6269999999999998,Ürümqi,China,44.20N,87.20E
1880-08-01,22.641,1.22,Ürümqi,China,44.20N,87.20E
1880-09-01,15.232999999999999,2.17,Ürümqi,China,44.20N,87.20E
1880-10-01,7.593999999999999,1.831,Ürümqi,China,44.20N,87.20E
1880-11-01,-0.5760000000000001,3.574,Ürümqi,China,44.20N,87.20E
1880-12-01,-11.855,1.869,Ürümqi,China,44.20N,87.20E
1881-01-01,-12.348,2.522,Ürümqi,China,44.20N,87.20E
1881-02-01,-13.43,1.7309999999999999,Ürümqi,China,44.20N,87.20E
1881-03-01,-2.6790000000000003,1.538,Ürümqi,China,44.20N,87.20E
1881-04-01,11.341,1.431,Ürümqi,China,44.20N,87.20E
1881-05-01,16.409000000000002,1.133,Ürümqi,China,44.20N,87.20E
1881-06-01,21.075,1.975,Ürümqi,China,44.20N,87.20E
1881-07-01,24.723000000000003,0.938,Ürümqi,China,44.20N,87.20E
1881-08-01,22.45,1.244,Ürümqi,China,44.20N,87.20E
1881-09-01,16.462,1.361,Ürümqi,China,44.20N,87.20E
1881-10-01,6.66,1.3780000000000001,Ürümqi,China,44.20N,87.20E
1881-11-01,-4.987,1.556,Ürümqi,China,44.20N,87.20E
1881-12-01,-15.887,2.113,Ürümqi,China,44.20N,87.20E
1882-01-01,-13.993,1.815,Ürümqi,China,44.20N,87.20E
1882-02-01,-12.428,2.084,Ürümqi,China,44.20N,87.20E
1882-03-01,-1.537,2.21,Ürümqi,China,44.20N,87.20E
1882-04-01,9.532,1.264,Ürümqi,China,44.20N,87.20E
1882-05-01,16.664,1.367,Ürümqi,China,44.20N,87.20E
1882-06-01,21.322,1.0979999999999999,Ürümqi,China,44.20N,87.20E
1882-07-01,23.561999999999998,0.9620000000000001,Ürümqi,China,44.20N,87.20E
1882-08-01,22.781,1.78,Ürümqi,China,44.20N,87.20E
1882-09-01,16.096,1.053,Ürümqi,China,44.20N,87.20E
1882-10-01,4.327,1.5619999999999998,Ürümqi,China,44.20N,87.20E
1882-11-01,-5.4479999999999995,1.4480000000000002,Ürümqi,China,44.20N,87.20E
1882-12-01,-16.142,2.199,Ürümqi,China,44.20N,87.20E
1883-01-01,-16.497999999999998,1.673,Ürümqi,China,44.20N,87.20E
1883-02-01,-16.119,2.435,Ürümqi,China,44.20N,87.20E
1883-03-01,-1.143,1.829,Ürümqi,China,44.20N,87.20E
1883-04-01,7.275,1.4269999999999998,Ürümqi,China,44.20N,87.20E
1883-05-01,15.886,1.581,Ürümqi,China,44.20N,87.20E
1883-06-01,21.959,1.331,Ürümqi,China,44.20N,87.20E
1883-07-01,23.226,1.2109999999999999,Ürümqi,China,44.20N,87.20E
1883-08-01,22.208000000000002,1.127,Ürümqi,China,44.20N,87.20E
1883-09-01,15.495,1.156,Ürümqi,China,44.20N,87.20E
1883-10-01,7.195,1.1340000000000001,Ürümqi,China,44.20N,87.20E
1883-11-01,-6.721,1.5390000000000001,Ürümqi,China,44.20N,87.20E
1883-12-01,-11.558,1.889,Ürümqi,China,44.20N,87.20E
1884-01-01,-14.257,1.432,Ürümqi,China,44.20N,87.20E
1884-02-01,-12.707,2.119,Ürümqi,China,44.20N,87.20E
1884-03-01,-5.0569999999999995,1.55,Ürümqi,China,44.20N,87.20E
1884-04-01,9.123,2.362,Ürümqi,China,44.20N,87.20E
1884-05-01,18.041,2.195,Ürümqi,China,44.20N,87.20E
1884-06-01,20.754,1.1179999999999999,Ürümqi,China,44.20N,87.20E
1884-07-01,24.228,1.038,Ürümqi,China,44.20N,87.20E
1884-08-01,21.211,1.15,Ürümqi,China,44.20N,87.20E
1884-09-01,16.535,1.3,Ürümqi,China,44.20N,87.20E
1884-10-01,6.2940000000000005,1.564,Ürümqi,China,44.20N,87.20E
1884-11-01,-6.2989999999999995,1.64,Ürümqi,China,44.20N,87.20E
1884-12-01,-12.412,1.756,Ürümqi,China,44.20N,87.20E
1885-01-01,-17.115,1.8019999999999998,Ürümqi,China,44.20N,87.20E
1885-02-01,-17.009,1.5659999999999998,Ürümqi,China,44.20N,87.20E
1885-03-01,-2.472,1.608,Ürümqi,China,44.20N,87.20E
1885-04-01,9.79,1.472,Ürümqi,China,44.20N,87.20E
1885-05-01,16.6,1.626,Ürümqi,China,44.20N,87.20E
1885-06-01,23.399,1.6369999999999998,Ürümqi,China,44.20N,87.20E
1885-07-01,22.511,1.2990000000000002,Ürümqi,China,44.20N,87.20E
1885-08-01,22.7,2.064,Ürümqi,China,44.20N,87.20E
1885-09-01,16.076,1.55,Ürümqi,China,44.20N,87.20E
1885-10-01,7.2010000000000005,1.2329999999999999,Ürümqi,China,44.20N,87.20E
1885-11-01,-3.1020000000000003,1.521,Ürümqi,China,44.20N,87.20E
1885-12-01,-10.061,1.6769999999999998,Ürümqi,China,44.20N,87.20E
1886-01-01,-14.09,1.382,Ürümqi,China,44.20N,87.20E
1886-02-01,-17.422,1.956,Ürümqi,China,44.20N,87.20E
1886-03-01,-2.33,1.72,Ürümqi,China,44.20N,87.20E
1886-04-01,7.911,1.183,Ürümqi,China,44.20N,87.20E
1886-05-01,15.431,1.1340000000000001,Ürümqi,China,44.20N,87.20E
1886-06-01,21.404,1.272,Ürümqi,China,44.20N,87.20E
1886-07-01,23.826999999999998,0.88,Ürümqi,China,44.20N,87.20E
1886-08-01,22.953000000000003,0.875,Ürümqi,China,44.20N,87.20E
1886-09-01,16.813,1.075,Ürümqi,China,44.20N,87.20E
1886-10-01,5.49,0.9890000000000001,Ürümqi,China,44.20N,87.20E
1886-11-01,-6.307,2.178,Ürümqi,China,44.20N,87.20E
1886-12-01,-11.834000000000001,1.906,Ürümqi,China,44.20N,87.20E
1887-01-01,-20.263,1.465,Ürümqi,China,44.20N,87.20E
1887-02-01,-13.015,1.6159999999999999,Ürümqi,China,44.20N,87.20E
1887-03-01,-2.144,1.743,Ürümqi,China,44.20N,87.20E
1887-04-01,11.164,1.733,Ürümqi,China,44.20N,87.20E
1887-05-01,15.457,1.5530000000000002,Ürümqi,China,44.20N,87.20E
1887-06-01,20.059,1.301,Ürümqi,China,44.20N,87.20E
1887-07-01,24.54,1.0390000000000001,Ürümqi,China,44.20N,87.20E
1887-08-01,21.15,1.069,Ürümqi,China,44.20N,87.20E
1887-09-01,15.38,0.8340000000000001,Ürümqi,China,44.20N,87.20E
1887-10-01,8.761000000000001,1.043,Ürümqi,China,44.20N,87.20E
1887-11-01,-0.6380000000000003,1.35,Ürümqi,China,44.20N,87.20E
1887-12-01,-10.914000000000001,1.672,Ürümqi,China,44.20N,87.20E
1888-01-01,-15.324000000000002,2.022,Ürümqi,China,44.20N,87.20E
1888-02-01,-13.153,1.58,Ürümqi,China,44.20N,87.20E
1888-03-01,0.3500000000000001,1.725,Ürümqi,China,44.20N,87.20E
1888-04-01,8.782,1.6,Ürümqi,China,44.20N,87.20E
1888-05-01,16.730999999999998,1.516,Ürümqi,China,44.20N,87.20E
1888-06-01,21.816000000000006,1.44,Ürümqi,China,44.20N,87.20E
1888-07-01,24.92,1.551,Ürümqi,China,44.20N,87.20E
1888-08-01,23.046999999999997,0.877,Ürümqi,China,44.20N,87.20E
1888-09-01,16.68,1.055,Ürümqi,China,44.20N,87.20E
1888-10-01,8.004,1.479,Ürümqi,China,44.20N,87.20E
1888-11-01,-3.31,1.3319999999999999,Ürümqi,China,44.20N,87.20E
1888-12-01,-10.939,1.506,Ürümqi,China,44.20N,87.20E
1889-01-01,-18.312,2.54,Ürümqi,China,44.20N,87.20E
1889-02-01,-12.441,2.0909999999999997,Ürümqi,China,44.20N,87.20E
1889-03-01,-0.562,1.871,Ürümqi,China,44.20N,87.20E
1889-04-01,10.298,1.196,Ürümqi,China,44.20N,87.20E
1889-05-01,14.831,1.591,Ürümqi,China,44.20N,87.20E
1889-06-01,22.689,0.938,Ürümqi,China,44.20N,87.20E
1889-07-01,23.561999999999998,1.068,Ürümqi,China,44.20N,87.20E
1889-08-01,22.304000000000002,0.929,Ürümqi,China,44.20N,87.20E
1889-09-01,15.06,0.9329999999999999,Ürümqi,China,44.20N,87.20E
1889-10-01,5.473,1.3259999999999998,Ürümqi,China,44.20N,87.20E
1889-11-01,-5.367999999999999,1.381,Ürümqi,China,44.20N,87.20E
1889-12-01,-14.556,2.4930000000000003,Ürümqi,China,44.20N,87.20E
1890-01-01,-14.536,1.8630000000000002,Ürümqi,China,44.20N,87.20E
1890-02-01,-12.849,2.3369999999999997,Ürümqi,China,44.20N,87.20E
1890-03-01,-6.27,3.694,Ürümqi,China,44.20N,87.20E
1890-04-01,8.252,1.147,Ürümqi,China,44.20N,87.20E
1890-05-01,16.186,1.197,Ürümqi,China,44.20N,87.20E
1890-06-01,20.391,1.196,Ürümqi,China,44.20N,87.20E
1890-07-01,23.412,1.159,Ürümqi,China,44.20N,87.20E
1890-08-01,21.74,0.8759999999999999,Ürümqi,China,44.20N,87.20E
1890-09-01,14.520999999999999,0.95,Ürümqi,China,44.20N,87.20E
1890-10-01,7.366,0.905,Ürümqi,China,44.20N,87.20E
1890-11-01,-3.258,1.7530000000000001,Ürümqi,China,44.20N,87.20E
1890-12-01,-11.545,2.022,Ürümqi,China,44.20N,87.20E
1891-01-01,-17.244999999999994,2.13,Ürümqi,China,44.20N,87.20E
1891-02-01,-14.509,1.673,Ürümqi,China,44.20N,87.20E
1891-03-01,-5.01,2.4659999999999997,Ürümqi,China,44.20N,87.20E
1891-04-01,7.534000000000002,1.171,Ürümqi,China,44.20N,87.20E
1891-05-01,16.769000000000002,1.099,Ürümqi,China,44.20N,87.20E
1891-06-01,20.097,0.965,Ürümqi,China,44.20N,87.20E
1891-07-01,23.63,0.87,Ürümqi,China,44.20N,87.20E
1891-08-01,23.362,0.9740000000000001,Ürümqi,China,44.20N,87.20E
1891-09-01,16.733999999999998,0.841,Ürümqi,China,44.20N,87.20E
1891-10-01,6.812,1.034,Ürümqi,China,44.20N,87.20E
1891-11-01,-3.845,1.179,Ürümqi,China,44.20N,87.20E
1891-12-01,-10.679,2.688,Ürümqi,China,44.20N,87.20E
1892-01-01,-15.755,3.105,Ürümqi,China,44.20N,87.20E
1892-02-01,-13.88,2.126,Ürümqi,China,44.20N,87.20E
1892-03-01,-6.892,2.248,Ürümqi,China,44.20N,87.20E
1892-04-01,8.863999999999999,1.187,Ürümqi,China,44.20N,87.20E
1892-05-01,17.432000000000002,1.023,Ürümqi,China,44.20N,87.20E
1892-06-01,22.081,1.23,Ürümqi,China,44.20N,87.20E
1892-07-01,23.974,1.074,Ürümqi,China,44.20N,87.20E
1892-08-01,22.686999999999998,1.351,Ürümqi,China,44.20N,87.20E
1892-09-01,16.741,1.0959999999999999,Ürümqi,China,44.20N,87.20E
1892-10-01,7.361000000000001,1.069,Ürümqi,China,44.20N,87.20E
1892-11-01,-7.715,1.715,Ürümqi,China,44.20N,87.20E
1892-12-01,-11.84,2.929,Ürümqi,China,44.20N,87.20E
1893-01-01,-21.428,1.601,Ürümqi,China,44.20N,87.20E
1893-02-01,-15.719000000000001,1.732,Ürümqi,China,44.20N,87.20E
1893-03-01,-0.1930000000000001,1.903,Ürümqi,China,44.20N,87.20E
1893-04-01,12.163,1.099,Ürümqi,China,44.20N,87.20E
1893-05-01,16.345,1.011,Ürümqi,China,44.20N,87.20E
1893-06-01,23.112,0.986,Ürümqi,China,44.20N,87.20E
1893-07-01,24.211,0.971,Ürümqi,China,44.20N,87.20E
1893-08-01,23.521,0.794,Ürümqi,China,44.20N,87.20E
1893-09-01,17.338,1.028,Ürümqi,China,44.20N,87.20E
1893-10-01,7.27,1.1059999999999999,Ürümqi,China,44.20N,87.20E
1893-11-01,-1.7840000000000005,1.2109999999999999,Ürümqi,China,44.20N,87.20E
1893-12-01,-9.982999999999999,1.27,Ürümqi,China,44.20N,87.20E
1894-01-01,-16.451999999999998,1.476,Ürümqi,China,44.20N,87.20E
1894-02-01,-10.735,2.037,Ürümqi,China,44.20N,87.20E
1894-03-01,-1.931,2.0780000000000003,Ürümqi,China,44.20N,87.20E
1894-04-01,7.635000000000002,1.735,Ürümqi,China,44.20N,87.20E
1894-05-01,15.68,1.01,Ürümqi,China,44.20N,87.20E
1894-06-01,22.184,1.278,Ürümqi,China,44.20N,87.20E
1894-07-01,24.615,1.188,Ürümqi,China,44.20N,87.20E
1894-08-01,21.809,0.903,Ürümqi,China,44.20N,87.20E
1894-09-01,16.675,1.379,Ürümqi,China,44.20N,87.20E
1894-10-01,6.73,1.2,Ürümqi,China,44.20N,87.20E
1894-11-01,-3.1870000000000003,1.751,Ürümqi,China,44.20N,87.20E
1894-12-01,-15.800999999999998,1.395,Ürümqi,China,44.20N,87.20E
1895-01-01,-18.715999999999998,1.4409999999999998,Ürümqi,China,44.20N,87.20E
1895-02-01,-13.543,1.91,Ürümqi,China,44.20N,87.20E
1895-03-01,-1.785,1.3630000000000002,Ürümqi,China,44.20N,87.20E
1895-04-01,11.12,1.149,Ürümqi,China,44.20N,87.20E
1895-05-01,16.546,1.033,Ürümqi,China,44.20N,87.20E
1895-06-01,20.756,1.102,Ürümqi,China,44.20N,87.20E
1895-07-01,24.651999999999997,0.87,Ürümqi,China,44.20N,87.20E
1895-08-01,22.281999999999996,1.3630000000000002,Ürümqi,China,44.20N,87.20E
1895-09-01,16.91,1.065,Ürümqi,China,44.20N,87.20E
1895-10-01,5.317,0.91,Ürümqi,China,44.20N,87.20E
1895-11-01,-2.8400000000000003,1.035,Ürümqi,China,44.20N,87.20E
1895-12-01,-14.527999999999999,1.767,Ürümqi,China,44.20N,87.20E
1896-01-01,-13.732000000000001,1.7930000000000001,Ürümqi,China,44.20N,87.20E
1896-02-01,-11.745,1.641,Ürümqi,China,44.20N,87.20E
1896-03-01,-4.26,1.119,Ürümqi,China,44.20N,87.20E
1896-04-01,8.179,1.0659999999999998,Ürümqi,China,44.20N,87.20E
1896-05-01,17.082,0.83,Ürümqi,China,44.20N,87.20E
1896-06-01,22.956,0.919,Ürümqi,China,44.20N,87.20E
1896-07-01,24.805,0.968,Ürümqi,China,44.20N,87.20E
1896-08-01,21.851,0.768,Ürümqi,China,44.20N,87.20E
1896-09-01,15.262,0.887,Ürümqi,China,44.20N,87.20E
1896-10-01,6.081,1.094,Ürümqi,China,44.20N,87.20E
1896-11-01,-2.5040000000000004,1.168,Ürümqi,China,44.20N,87.20E
1896-12-01,-13.788,1.6159999999999999,Ürümqi,China,44.20N,87.20E
1897-01-01,-18.076,1.358,Ürümqi,China,44.20N,87.20E
1897-02-01,-14.23,1.412,Ürümqi,China,44.20N,87.20E
1897-03-01,-5.17,3.147,Ürümqi,China,44.20N,87.20E
1897-04-01,9.052999999999999,1.055,Ürümqi,China,44.20N,87.20E
1897-05-01,13.337,1.429,Ürümqi,China,44.20N,87.20E
1897-06-01,20.506,0.907,Ürümqi,China,44.20N,87.20E
1897-07-01,24.366999999999997,1.758,Ürümqi,China,44.20N,87.20E
1897-08-01,22.629,1.536,Ürümqi,China,44.20N,87.20E
1897-09-01,16.032,0.893,Ürümqi,China,44.20N,87.20E
1897-10-01,7.56,0.988,Ürümqi,China,44.20N,87.20E
1897-11-01,-3.87,1.186,Ürümqi,China,44.20N,87.20E
1897-12-01,-13.751,1.3880000000000001,Ürümqi,China,44.20N,87.20E
1898-01-01,-14.193,1.804,Ürümqi,China,44.20N,87.20E
1898-02-01,-16.233999999999998,1.876,Ürümqi,China,44.20N,87.20E
1898-03-01,-7.207999999999999,2.441,Ürümqi,China,44.20N,87.20E
1898-04-01,8.154,1.584,Ürümqi,China,44.20N,87.20E
1898-05-01,14.774000000000001,0.985,Ürümqi,China,44.20N,87.20E
1898-06-01,21.308000000000003,1.126,Ürümqi,China,44.20N,87.20E
1898-07-01,22.964000000000002,0.946,Ürümqi,China,44.20N,87.20E
1898-08-01,21.916999999999998,0.919,Ürümqi,China,44.20N,87.20E
1898-09-01,14.612,0.84,Ürümqi,China,44.20N,87.20E
1898-10-01,8.071,0.863,Ürümqi,China,44.20N,87.20E
1898-11-01,-3.2670000000000003,1.183,Ürümqi,China,44.20N,87.20E
1898-12-01,-10.886,1.544,Ürümqi,China,44.20N,87.20E
1899-01-01,-14.387,1.128,Ürümqi,China,44.20N,87.20E
1899-02-01,-11.2,1.696,Ürümqi,China,44.20N,87.20E
1899-03-01,-1.035,1.61,Ürümqi,China,44.20N,87.20E
1899-04-01,9.009,1.043,Ürümqi,China,44.20N,87.20E
1899-05-01,18.136,0.991,Ürümqi,China,44.20N,87.20E
1899-06-01,21.608,1.137,Ürümqi,China,44.20N,87.20E
1899-07-01,22.671,1.214,Ürümqi,China,44.20N,87.20E
1899-08-01,22.488000000000003,1.046,Ürümqi,China,44.20N,87.20E
1899-09-01,16.266,1.0,Ürümqi,China,44.20N,87.20E
1899-10-01,7.087000000000001,1.065,Ürümqi,China,44.20N,87.20E
1899-11-01,-3.2319999999999998,1.4409999999999998,Ürümqi,China,44.20N,87.20E
1899-12-01,-15.245999999999999,1.5190000000000001,Ürümqi,China,44.20N,87.20E
1900-01-01,-20.97,1.505,Ürümqi,China,44.20N,87.20E
1900-02-01,-15.074000000000002,2.3480000000000003,Ürümqi,China,44.20N,87.20E
1900-03-01,-2.5580000000000003,1.3119999999999998,Ürümqi,China,44.20N,87.20E
1900-04-01,7.795000000000001,1.1640000000000001,Ürümqi,China,44.20N,87.20E
1900-05-01,18.160999999999998,0.948,Ürümqi,China,44.20N,87.20E
1900-06-01,22.408,1.4769999999999999,Ürümqi,China,44.20N,87.20E
1900-07-01,25.024,1.112,Ürümqi,China,44.20N,87.20E
1900-08-01,23.119,0.888,Ürümqi,China,44.20N,87.20E
1900-09-01,17.416,0.862,Ürümqi,China,44.20N,87.20E
1900-10-01,7.48,1.067,Ürümqi,China,44.20N,87.20E
1900-11-01,-3.2380000000000004,1.819,Ürümqi,China,44.20N,87.20E
1900-12-01,-12.202,2.298,Ürümqi,China,44.20N,87.20E
1901-01-01,-16.133,2.035,Ürümqi,China,44.20N,87.20E
1901-02-01,-14.795,2.3609999999999998,Ürümqi,China,44.20N,87.20E
1901-03-01,0.08599999999999985,1.514,Ürümqi,China,44.20N,87.20E
1901-04-01,9.843,1.48,Ürümqi,China,44.20N,87.20E
1901-05-01,16.054000000000002,1.015,Ürümqi,China,44.20N,87.20E
1901-06-01,21.323,1.1440000000000001,Ürümqi,China,44.20N,87.20E
1901-07-01,24.107,0.9079999999999999,Ürümqi,China,44.20N,87.20E
1901-08-01,23.139,0.7509999999999999,Ürümqi,China,44.20N,87.20E
1901-09-01,17.546,0.953,Ürümqi,China,44.20N,87.20E
1901-10-01,4.58,0.99,Ürümqi,China,44.20N,87.20E
1901-11-01,-1.533,1.262,Ürümqi,China,44.20N,87.20E
1901-12-01,-12.624,1.8459999999999999,Ürümqi,China,44.20N,87.20E
1902-01-01,-12.6,1.2229999999999999,Ürümqi,China,44.20N,87.20E
1902-02-01,-11.241,1.276,Ürümqi,China,44.20N,87.20E
1902-03-01,-0.56,2.089,Ürümqi,China,44.20N,87.20E
1902-04-01,8.556000000000001,1.466,Ürümqi,China,44.20N,87.20E
1902-05-01,15.447000000000001,1.29,Ürümqi,China,44.20N,87.20E
1902-06-01,20.581999999999997,2.016,Ürümqi,China,44.20N,87.20E
1902-07-01,22.829,0.948,Ürümqi,China,44.20N,87.20E
1902-08-01,21.954,0.7090000000000001,Ürümqi,China,44.20N,87.20E
1902-09-01,16.836,0.862,Ürümqi,China,44.20N,87.20E
1902-10-01,7.411,0.977,Ürümqi,China,44.20N,87.20E
1902-11-01,-3.41,1.217,Ürümqi,China,44.20N,87.20E
1902-12-01,-12.56,2.765,Ürümqi,China,44.20N,87.20E
1903-01-01,-16.361,1.615,Ürümqi,China,44.20N,87.20E
1903-02-01,-11.312000000000001,1.6380000000000001,Ürümqi,China,44.20N,87.20E
1903-03-01,-5.8889999999999985,2.385,Ürümqi,China,44.20N,87.20E
1903-04-01,6.309000000000001,1.1320000000000001,Ürümqi,China,44.20N,87.20E
1903-05-01,15.559000000000001,0.779,Ürümqi,China,44.20N,87.20E
1903-06-01,19.176,1.327,Ürümqi,China,44.20N,87.20E
1903-07-01,22.412,0.708,Ürümqi,China,44.20N,87.20E
1903-08-01,20.986,0.804,Ürümqi,China,44.20N,87.20E
1903-09-01,15.892000000000001,0.93,Ürümqi,China,44.20N,87.20E
1903-10-01,5.478,0.831,Ürümqi,China,44.20N,87.20E
1903-11-01,-5.584,1.038,Ürümqi,China,44.20N,87.20E
1903-12-01,-12.645999999999999,1.714,Ürümqi,China,44.20N,87.20E
1904-01-01,-15.85,1.795,Ürümqi,China,44.20N,87.20E
1904-02-01,-8.899,1.785,Ürümqi,China,44.20N,87.20E
1904-03-01,-4.385,1.791,Ürümqi,China,44.20N,87.20E
1904-04-01,4.876,1.7469999999999999,Ürümqi,China,44.20N,87.20E
1904-05-01,17.339000000000002,1.1840000000000002,Ürümqi,China,44.20N,87.20E
1904-06-01,22.756999999999998,0.8440000000000001,Ürümqi,China,44.20N,87.20E
1904-07-01,23.355,0.721,Ürümqi,China,44.20N,87.20E
1904-08-01,22.024,0.617,Ürümqi,China,44.20N,87.20E
1904-09-01,15.288,0.9690000000000001,Ürümqi,China,44.20N,87.20E
1904-10-01,5.513999999999999,0.836,Ürümqi,China,44.20N,87.20E
1904-11-01,-3.471,1.374,Ürümqi,China,44.20N,87.20E
1904-12-01,-10.286,1.466,Ürümqi,China,44.20N,87.20E
1905-01-01,-16.096,1.665,Ürümqi,China,44.20N,87.20E
1905-02-01,-16.78,1.218,Ürümqi,China,44.20N,87.20E
1905-03-01,-8.17,1.3230000000000002,Ürümqi,China,44.20N,87.20E
1905-04-01,4.617000000000001,1.202,Ürümqi,China,44.20N,87.20E
1905-05-01,15.972000000000001,0.8009999999999999,Ürümqi,China,44.20N,87.20E
1905-06-01,20.455,0.961,Ürümqi,China,44.20N,87.20E
1905-07-01,24.526999999999997,0.7090000000000001,Ürümqi,China,44.20N,87.20E
1905-08-01,22.121,0.856,Ürümqi,China,44.20N,87.20E
1905-09-01,15.624,0.722,Ürümqi,China,44.20N,87.20E
